,logFC,logCPM,F,PValue,FDR
SYT16,2.71564758984392,1.16339777737012,26.4474304869728,3.15786895076125e-05,9.23289166648719e-05
CD163,-3.13723054315102,0.166007229125612,25.7725985208167,4.21423908650757e-05,0.0001186522640649
TNRC18,-3.03889438102339,5.25453309903228,40.2453784402255,1.68906242693015e-06,7.12559429846579e-06
TMEM135,-2.34507610498312,7.04486717254707,26.2351488245732,3.32462069565985e-05,9.67666001173143e-05
ATP4A,3.09080219287697,0.205633545176126,42.0493411576987,1.21055485178417e-06,5.32413474452609e-06
ANXA3,-3.11913468562389,6.71951084690469,206.555913521654,4.52509130991838e-13,5.36617708917476e-11
CRYBG1,4.60006884943519,3.89682041714514,125.466391700812,7.394892712036709e-11,2.03808919394001e-09
NPPB,-7.74757776451242,7.24332947060782,80.208169403472,7.6925799191486e-09,7.73807688987664e-08
NECAB2,2.40079501628219,1.61512323484382,43.3230549302903,9.62284724999777e-07,4.39678061341361e-06
GALNT14,2.89109501360147,3.44764687159479,28.4672445395577,1.95731045585271e-05,6.08323995007263e-05
PHF24,-2.17762072412396,1.75785294438887,48.8362821036795,3.74389576059098e-07,1.95371807030275e-06
CALCB,5.58991853810464,2.05836628529726,98.7303107616043,7.57218719093166e-10,1.21436838250599e-08
IDO1,4.59576811555211,4.68733675543802,60.6429595879648,6.22197032936597e-08,4.29163225599704e-07
FGF2,4.19055346186959,5.38996018235329,43.5966857016702,9.16527570547839e-07,4.21153052858207e-06
CRIP3,3.49066556506892,3.84579128459657,144.951056546452,1.74641534632547e-11,6.97896456868299e-10
FGR,4.52790523716798,-0.588578725723848,40.0252441195367,2.15414972500701e-06,8.80877549681765e-06
LEFTY2,-10.2510911428892,12.2419760540199,57.6655384054643,9.53634780180199e-08,6.09025848251445e-07
SLC7A5,-2.7056500210397,9.77802359430207,143.659226577193,1.9115306407632295e-11,7.353703887650441e-10
IER3,-3.81786896965313,8.02974879965688,235.631653762553,1.12365088632311e-13,2.21850953530998e-11
MYEOV,2.87481540566217,-0.267272179850338,19.5871424253548,0.000207544425088,0.0004856277520784
ANKRD55,-4.02973805455458,-0.928728416726224,37.666931564306,5.03369608448544e-06,1.83852940344896e-05
ALK,-2.37119889478437,-0.423831099682001,13.5980536747287,0.0012667493085024,0.0024455614175498
GAPT,-7.81724908799085,0.886789626356418,181.344270761374,3.961531573535411e-09,4.53558521873505e-08
SPSB1,-2.27087590685565,4.02982121154458,80.3924432595462,5.14409083638379e-09,5.66858637264253e-08
CAVIN3,-3.46663043650178,6.18520571891526,126.455005184944,6.84205240931024e-11,1.9226167270161803e-09
ADAD2,4.58614351728731,-0.746546845378659,57.78148575262,9.37628361828295e-08,6.00881715666462e-07
ANXA2,-2.73342410445581,8.88479303167976,227.521185814197,1.63019916867805e-13,2.7304552965686196e-11
NCR1,-5.07039261680907,3.5715752996216,80.3794482595039,7.549165809866e-09,7.63540823617589e-08
CAP2,-2.37255563629086,6.52383126695772,105.600749937518,3.97828690175769e-10,7.496113191271121e-09
TNR,-5.34595912483984,1.54981021776485,60.2850678525603,1.20631843562621e-07,7.40050882719713e-07
HGSNAT,-2.46810716149867,5.27768624469061,175.844349939032,2.42426142788226e-12,1.62362710967907e-10
FGF10,-2.23193663583075,-0.157824053944551,12.4825410384024,0.0017538846251292,0.003285134424637
CAMK2N2,3.23604863982571,0.218330900186772,20.5489659240031,0.0001960397472296,0.0004615682646065
EGFLAM,-2.47915916381991,1.7677127567954,44.9049939162269,7.28113047397494e-07,3.4449448208858e-06
IFIT1,3.12509059191936,1.94328864943408,46.7032944089527,5.34553581917895e-07,2.64230959842092e-06
PDYN,2.88877177226481,0.599202131575937,52.5346583929058,2.06987204677862e-07,1.17501827301978e-06
ARG1,-2.69800612323856,-0.664120446328341,13.7528497544833,0.0012039023901883,0.0023383384366003
NBPF20,-2.04963827426369,0.489220800197971,34.0877284748302,8.0808408846368e-06,2.78913082175742e-05
SLITRK3,2.54430811030102,1.16198328988207,25.1847193370905,4.30367319605623e-05,0.000120854398723
SLC12A1,5.93457027280169,-0.675000416133209,33.3283975390585,7.88670665257386e-06,2.73087517254674e-05
UGT8,2.44825652303496,5.03833088287964,38.5403447338717,2.33521772039358e-06,9.42987324392608e-06
GOLGA6A,5.57313909674189,-0.20710054792078,82.7718827743233,3.93797591705465e-09,4.52062848169169e-08
DNM3,2.17157955617507,1.08590861693657,15.1675785726253,0.000717444723341,0.0014664279718383
TAC1,3.23403718944726,0.920023150124469,57.101256897849,1.03588861419803e-07,6.50942937633628e-07
SPNS2,2.27789150482621,-0.212909278094656,26.077807380061,3.45439279338483e-05,0.0001000705541176
NPTX1,5.67524995078092,3.10820030009678,96.568293912302,1.45164225193426e-09,2.03292825010859e-08
CPE,-4.29652429547978,7.83760554340651,110.790921818418,2.50229965205697e-10,5.33214613157896e-09
OLFML2B,2.35699072069868,3.66152443332972,15.3662316116277,0.00067343427561,0.0013845731583483
ADCYAP1R1,3.40042313157178,3.72902961898867,31.3439990902018,1.02341297819746e-05,3.43333406596948e-05
PLCXD3,-6.15718172700479,5.12144008238191,116.640163969609,2.5122056275194103e-10,5.33214613157896e-09
COLEC12,-5.55387499069395,7.7906036823719,102.491797994349,5.29994324559525e-10,9.295395711338433e-09
SULT2A1,-3.38676271429438,-1.16892210195323,14.8166420499086,0.0009791888702383,0.0019448364069915
DCHS2,2.98727603264938,0.251745121872435,40.0876624868384,1.73977879520841e-06,7.30854101620535e-06
PRKCB,3.60172205258252,2.83670131214078,21.038358890434,0.0001267857602358,0.0003140127872788
OAS3,2.189868445346,1.32810476657552,24.0297547124485,5.75580053655366e-05,0.0001565712981164
PLCE1,-4.47416293757688,5.2434949499108,80.2939800678614,5.2019751174879e-09,5.71774918100753e-08
DGCR6,-2.58642285440773,0.452323448819303,29.8755755318373,1.4184069958834e-05,4.58817037757477e-05
DOC2B,3.06260506653982,0.298882091819694,32.5690228785877,9.23024911882631e-06,3.13387713679778e-05
COL5A2,-5.02290167245175,9.90539687377813,277.948322264939,1.91522389407782e-14,7.45081407483493e-12
LDB2,2.06985062193861,5.67518576303003,59.4884916444016,7.32870426798507e-08,4.90430033807331e-07
TCIM,-4.2389410717315,1.58600006098762,52.8049714506553,2.58701012499454e-07,1.42782633969596e-06
SLC1A3,2.88133243316682,4.29113414813231,15.0205550176267,0.0007520367796487,0.0015277113647242
CLEC20A,-5.77632267287628,-0.758322640497372,44.3976762171278,1.39171689234163e-05,4.51539471646785e-05
SH2D5,3.13774594278161,3.12773409665363,136.578382852174,3.1769850612518004e-11,1.06513997134133e-09
SPATA7,-2.17077963428374,4.53847168950256,145.708139216755,1.6568958451787798e-11,6.73491688515121e-10
KCNS3,3.21991817117548,4.41025435053987,40.2777269076125,1.6788600859205e-06,7.08718010143971e-06
STEAP2,2.61673972427276,4.00729035048054,235.45275023269,1.13276829127695e-13,2.21850953530998e-11
SCN1A,5.12781386514287,1.02530949741267,55.5938877632716,1.71147852491303e-07,9.95615275113676e-07
FOLR1,-3.31956271339634,3.28973487613092,46.7645086195893,5.29036208720278e-07,2.61603750341175e-06
OR52N2,3.44737066842169,-1.17063441753289,15.419590562643,0.000662121067711,0.0013643514938998
SLCO2A1,-6.39468825375079,7.04594622509907,161.459105282796,5.83297312443592e-12,3.0848620513065203e-10
ISLR2,3.9040065014786,0.555822651662064,30.5951317714044,1.40448029721327e-05,4.5499529628518e-05
STARD9,2.36287099030592,3.13564080123544,16.7511678440551,0.0004374215174722,0.0009398455011379
AQP12B,-4.16530308903413,-1.19865003709178,16.2675783036301,0.0005864623289326,0.0012226793651263
QRFPR,4.01898100175291,0.752600979358685,76.2883706603363,1.19399040859516e-08,1.08993785462578e-07
PCDH20,-4.46953368727118,0.320552104633618,74.8255344293008,9.85576694977964e-09,9.37421954325619e-08
LDHD,2.76535122724414,2.73036514345555,59.8640768445102,6.94681834495853e-08,4.68167747272857e-07
CLDN10,2.92849407858574,4.777073268665,28.6684919029634,1.86823335125891e-05,5.8420891323417e-05
MFGE8,2.16171290624589,8.97114243339614,87.2986508417732,2.40784482470092e-09,3.0158723065973e-08
PCBP3,2.31415521599345,3.26021875114355,134.153543885979,3.800505438957e-11,1.23430485688337e-09
HTR7,2.80046309434518,3.08987884001015,14.4276131228715,0.0009112179442555,0.0018213086666842
GULP1,2.30632764219468,6.62344259207193,70.8815597346253,1.59872351018368e-08,1.37583888765874e-07
DTNA,-2.65703968309616,5.77145292456005,103.447246529335,4.84906971415811e-10,8.72318012272779e-09
RIPOR3,4.19022480625719,1.48514113225759,75.4832650200222,9.1094344420352e-09,8.83334955722033e-08
KCNK12,-6.91732350852933,6.830152188106,278.85274389263,1.84929563675898e-14,7.45081407483493e-12
TCL1A,3.51023753970474,-1.45203012324581,10.9115969208813,0.0041238270684498,0.0071139181485097
OIT3,-3.73785019296118,-1.71490689180279,34.3526293492292,1.40530151890204e-05,4.5503325233787e-05
RTL1,-5.46051870831443,2.02092838083698,47.3882430463641,1.01014973970825e-06,4.58932346841832e-06
NECTIN3,2.47831390727723,4.38586112429627,35.0745942380768,4.64622219011822e-06,1.71005318990513e-05
DIRAS2,-3.49942023293647,0.0373607194900025,37.6285778699238,3.36855293101239e-06,1.29859574071775e-05
TMEM191B,3.14626656246056,-1.13479598952383,17.1339804376481,0.0004196271704323,0.000906585459637
IL33,-4.26321436045078,-0.872435892487157,49.3227118830961,5.74905134107724e-07,2.81272663265573e-06
KCNS1,2.35622106385045,1.8927983714298,29.5268194838262,1.53486358979438e-05,4.92910478551108e-05
PNPLA3,-2.42177277918119,6.35519312128015,229.297110857427,1.50109866110613e-13,2.6579727799257397e-11
CLMP,-3.62167030841308,6.94136683194007,276.400851676169,2.03402391462204e-14,7.45081407483493e-12
SAMD11,-5.40591767389846,1.96602919004771,102.716587888212,5.18991360230925e-10,9.1645933365368e-09
VASH2,3.11486745122597,6.59116424950431,28.9278636817433,1.75987248066996e-05,5.55645131537369e-05
KRT7,3.09585884435519,2.55972814902075,10.6348298474935,0.0035342216942881,0.0061943524908973
FAM214B,-2.379572238345,4.9493340465525,144.754072195696,1.7705591379319697e-11,7.02032129353026e-10
ABI3BP,-2.00248844928903,0.315139900253771,33.3244951880251,6.68421832855378e-06,2.35808422802637e-05
APOL2,2.25143480128341,3.90625754232146,38.5848398616744,2.31528989245464e-06,9.36110014071588e-06
AMBP,3.30793310485256,0.845951538680982,25.6255718451069,3.85907438424327e-05,0.0001097522453041
PROKR2,7.96671905060949,0.722904105205059,115.42910947194,1.67860184754931e-10,3.8607842493634205e-09
SERPINB9,-6.39933614010855,10.6349897792979,99.4982101687364,7.03396123027117e-10,1.15235719724316e-08
ENPEP,-2.76471961016936,2.79934928697783,81.673345205608,4.4515656331134e-09,5.00791447986282e-08
TMEM151B,5.64266718002713,3.00678840872456,92.7338294514746,1.36935392091943e-09,1.9408189453733e-08
PPARGC1B,3.17655797026018,3.82967176456167,29.6963163711095,1.47701669302868e-05,4.75988974671871e-05
CNN1,-2.36542085317108,5.53235538960644,64.8806626189434,3.47718254473245e-08,2.6579575146784e-07
PHYHIPL,-3.43985757315804,0.126376026407175,41.9782208051359,1.51590756152456e-06,6.50120144003531e-06
UNC13A,3.99377049757588,5.99165829022407,61.131445367247,5.80956643007467e-08,4.04447237696488e-07
FAM78B,-2.35929779897365,2.1782380205833,39.0016070769113,2.1373555385087e-06,8.75117443483164e-06
FXYD5,2.14421169370858,6.02913054006469,138.004313439993,2.86287811099627e-11,9.9210623224498e-10
RGS7,3.17882821318097,0.666208282412891,54.5599811988955,1.51491716867245e-07,8.98660822499315e-07
SLC28A2,2.38743347657673,-1.14083100496723,12.9000133076377,0.0015187675239808,0.0028819126563383
RDH12,3.61484782527833,1.10702811057457,92.4395343792684,1.4108706511327e-09,1.98659194297836e-08
IL17RA,-2.03402451611297,5.130539624621,150.618615531781,1.18448866802712e-11,5.25469863827855e-10
ADAMTSL1,2.12704449978025,0.379602096131277,37.2045729732168,3.02952334524105e-06,1.18164208692172e-05
EBI3,2.21023419971864,0.517969470890851,17.3937538331075,0.0003600631360599,0.000792469963683
HLA-DQA1,-2.48658702827508,-0.459479776259877,13.4899408858678,0.0014809640761534,0.00281679541618
S100A16,-3.33252189893481,7.48897901326466,28.7160159600821,1.84784785149685e-05,5.79318004570658e-05
TNC,-2.21206102152248,6.30811388185444,28.3967583180718,1.98959314160913e-05,6.16578301329168e-05
TMEM100,-2.12530896459926,0.457957040823919,11.4452633717208,0.0025297135416712,0.004574577118025
NPPC,2.17705546547684,-0.437806602342073,14.5612441223786,0.0009266232276154,0.0018483845432341
ACSBG1,2.54366772327779,1.12699772611028,20.3141774625935,0.00016991283912,0.0004067209923084
FREM1,-5.85775435897783,7.55297028132307,147.293593903166,1.4851519606745798e-11,6.232816312883e-10
FZD5,-5.34541834391079,10.2012265630099,94.6069109148538,1.1343029524822402e-09,1.6585972809712e-08
BHMT,4.43978373601632,0.479853390111813,108.247250914048,3.13343157540465e-10,6.28335715365998e-09
NPAP1,-4.39447137827178,2.3962823847076,79.7539305693146,5.53230288393805e-09,5.96962935776362e-08
RAB42,2.29748475555268,3.08612842862545,82.0920415786793,4.24770827818122e-09,4.79946479053937e-08
OLFML1,-4.77575323778277,1.80614275511162,102.394830340141,5.34818661736698e-10,9.36729813226093e-09
WNT3,-3.11525389111186,4.9246660858056,78.1037318678852,6.69108008176105e-09,6.91358122596669e-08
CALCRL,2.43340145634894,0.621349631808174,16.8535853942311,0.0004239639111016,0.0009153428286119
ANKRD18B,2.11180648488007,2.15510208481961,73.5440104240686,1.15079413097589e-08,1.06275387200101e-07
CRPPA,-2.16741438226352,1.6373642887026,52.4067468240711,2.11168228385947e-07,1.19612643300471e-06
PLA2G4A,2.72554213084115,1.2107236153114,28.5523260934388,2.20716307046267e-05,6.75741114372346e-05
COL8A2,3.1759767078861,0.990787605501243,44.6380134718603,7.62839769450488e-07,3.58432092327045e-06
OPALIN,5.03515849311238,-1.49764744426403,22.9372112378629,0.0001911215427933,0.0004514687613572
SDC1,2.30762929882,5.9484691610485,51.1968381641112,2.55582617443672e-07,1.41363325334913e-06
MEGF9,-2.29135272262708,2.68021216729954,106.606466718113,3.63116767358396e-10,6.963868449368881e-09
PPP1R3C,2.7222352492195,1.1509583949082,116.575139776988,1.52407628816968e-10,3.57688957270525e-09
CDH9,4.95292953383927,-1.58786067932969,28.1500940665717,0.0001321437531574,0.0003259092068906
FAM163A,4.18939089342173,-0.318133680738491,41.8014459934465,1.56418281056527e-06,6.67061267217642e-06
HSPG2,-2.81969273900728,8.22698266384051,365.200880768927,9.81512169793934e-16,1.58587828834455e-12
OR10A3,-3.726347847221,-0.810803592708641,49.3006095630897,3.46957838426478e-07,1.83351472587925e-06
ATP8B3,2.15569088151965,3.50450879255783,31.6780936666091,9.51385883731544e-06,3.21927066311883e-05
TRPM6,4.92906448057724,0.903832316425131,75.6711428866577,8.907689251507881e-09,8.69643438557332e-08
TPK1,-2.13955344495075,2.89686171029084,44.6818431186652,7.57017396886934e-07,3.56315815377461e-06
AZGP1,3.90428887853172,-0.793716073089792,24.3280498912942,5.99162336075841e-05,0.0001621262791734
NEGR1,2.38453752672339,1.39165551182108,65.8348577022347,3.0622099579966e-08,2.39746371393483e-07
PTPRZ1,4.92869977033564,8.16183093480649,43.3379562020896,9.59730005118878e-07,4.38665843216641e-06
VAMP5,-2.31288300880406,2.84597651577873,150.428960685127,1.19972947375256e-11,5.25684853482224e-10
CARMIL3,2.27108039672531,2.86074433050444,55.3713127416238,1.33997119282596e-07,8.11263121239736e-07
PLSCR4,-3.12323275243164,4.18357869005225,98.2566604409498,7.92636906435046e-10,1.26333226295677e-08
COL5A3,3.53359324836273,0.706350132838388,29.6737463674359,2.00464681351496e-05,6.20796950443085e-05
ARHGAP24,-3.70367166467017,2.8463586941508,59.2800532598875,7.55043279626223e-08,5.03115172026712e-07
ARSJ,3.16563472228892,2.53978024143203,28.6172288806864,1.89049725285856e-05,5.90112714089584e-05
TRMT44,-3.53458362722509,7.09551205779571,31.0190116848613,1.09919860428172e-05,3.6619178244705e-05
SHD,2.23222728850236,1.19118990741866,48.4341183914648,4.00058318245831e-07,2.06387319157471e-06
CXCR2,3.53018413561027,0.0569636547191824,33.1748597355617,6.8990728379601e-06,2.4200112755352e-05
OPRD1,3.83939415324043,1.3518655202533,46.9593235998941,5.1188493866155e-07,2.54192267273884e-06
TMEM158,3.10014971192034,1.14106818515521,24.3702290801267,5.92940868556356e-05,0.0001606445958281
CDRT4,-2.41153052523322,-0.0636285296332838,18.0533829491166,0.0002958903168237,0.0006634307433242
SLFN11,3.74560159211223,-0.11265756156546,35.4628840881364,6.18285427837584e-06,2.19982313246039e-05
KLK8,2.58275743979098,0.932431188917563,20.3600046818097,0.0001528633855222,0.0003702289903054
TP53INP2,-2.54514047698986,4.4339236158654,144.432253302717,1.81078694184135e-11,7.09279757886101e-10
S100A2,-2.82656112829487,0.865634233728324,64.5320790010978,3.64369516790369e-08,2.7548579808432e-07
CKM,-3.12486173219261,0.703218014280451,29.8090299511815,1.43986385482034e-05,4.64827177507686e-05
CHGA,3.15942181564273,5.72510187820027,59.3815872013496,7.44152807990105e-08,4.96844999797526e-07
NPR3,-2.51167228240352,-0.386195754274575,12.9300874154826,0.0015032126668902,0.0028565902576041
SHISA7,3.96542945056519,0.153648860031791,48.5629009514232,3.91636353666131e-07,2.03304879818812e-06
SFRP5,4.7655497844985,0.26910453133719,25.6328875910283,4.96576760483268e-05,0.0001372994910375
CDH12,-5.04534258867152,0.373892906234079,75.6526302691568,8.92735110457328e-09,8.70905210397843e-08
PLAC9,-2.63005611387724,3.23712925827557,110.159013646072,2.6450249327956004e-10,5.51445036795417e-09
DAB1,-2.1064197896809,6.31528524899081,87.1319923360973,2.4509574301900604e-09,3.05506998482515e-08
NKAIN1,2.25419235188505,4.63936270271072,18.7818469776792,0.0002391673038592,0.000549889108802
ABCC4,-2.39828995678016,6.47876017460157,15.0985780542026,0.0007334580859114,0.0014946680148969
LCK,3.60597195035288,6.35940404720119,11.6776752198261,0.0023278213238035,0.0042439236151599
P3H2,-4.40155858696219,8.86960124160676,83.0372165159687,3.82382210560162e-09,4.41704419454929e-08
MGAT5B,2.37400401359595,2.54910321038026,33.5670432745039,6.35124829995735e-06,2.25291535469947e-05
OVCH2,-6.15959913107173,3.60180347047379,160.992376002043,6.00836837345937e-12,3.13161974174741e-10
TNFSF11,3.73883674312065,2.49074641547568,65.6057572689031,3.15668700285638e-08,2.46099735819793e-07
PLPPR5,3.71864335027051,1.806558012876,24.9040713135015,4.61556518744529e-05,0.000128726591306
RTP1,4.86214244137958,-0.194503927515227,29.5600823766128,2.41646617517353e-05,7.30990914586779e-05
CR2,4.08921427499063,2.43870665733888,52.9708811611641,1.93391210380517e-07,1.10938394029072e-06
STX11,-2.13476467949276,-0.457365741815585,16.2504009022889,0.0005102871519132,0.0010800674186393
NFKBIA,-3.92451615638878,7.9860409608909,261.387917762686,3.70843844632421e-14,1.10065725386344e-11
ERVMER34-1,2.83230936588578,4.6992352165461,23.0209551457069,7.46632223054536e-05,0.000196717654203
EDNRB,3.92461955441339,5.21148866092493,22.6241565817234,8.2846912802269e-05,0.000215820666915
LGALS12,-5.10235852233588,2.84677596229416,119.52178661695,1.1932764513088e-10,2.9892037615537903e-09
KIRREL3,-2.22046968243541,1.71752389307879,31.9362386031123,8.99508036976526e-06,3.06474872669203e-05
ACTA1,-2.85936500577668,5.92459612174832,36.4161344863997,3.54258620808611e-06,1.35499578528227e-05
DKK1,-2.44199343312598,3.98621071675612,10.5002586963109,0.0035724174601489,0.0062528189695173
ABLIM3,2.57429152569341,0.364793903777871,25.5299151240721,4.46735948396661e-05,0.0001250435008439
MKX,3.56971716830303,1.00255091540773,28.5779699531739,2.19441646501291e-05,6.72316359961053e-05
SERPINE2,-3.36331641982253,9.11667638160116,203.293872785738,5.34871432085642e-13,6.118361177999129e-11
CDKN2A,-2.9667642848763,1.19755750799234,33.2495988563031,6.7908347165788e-06,2.38787621181985e-05
GOLGA6D,7.37596087764328,-0.0834465996412106,20.8339157228266,0.0004192891193669,0.0009061580265737
KCNA3,2.28329754187299,0.0374181686872534,22.743638982684,8.02844150006262e-05,0.0002098597266528
PHC1,2.77338405278268,8.20573995757387,20.0656006570397,0.0001659525103582,0.0003987495016617
OR51M1,-5.24435536464898,0.423638780661548,61.4335284257262,7.55137558753635e-08,5.03115172026712e-07
AASS,2.06633660009318,7.75349497669042,41.0697615503754,1.44883458909893e-06,6.26132928742655e-06
COL5A1,-2.06735667885455,6.64316264578523,73.1416754010245,1.20869147795808e-08,1.10102509119705e-07
LMO2,2.20766158739397,-0.947624076538358,18.2229586724809,0.0004024847537648,0.0008745197389754
BCL7C,-2.72699421862892,5.17988498759195,201.767192414863,5.788942435497659e-13,6.343359801476329e-11
ADGRG7,-6.50367636632864,2.66905724892644,135.859632329562,1.04532377950747e-10,2.6809236456177702e-09
CD300A,4.26059958562207,-0.809688611728042,42.1115931156063,1.48056066593884e-06,6.37074805856371e-06
FAS,3.44881462749498,1.56435916093038,24.3372866095457,5.97793840647389e-05,0.0001618237316064
MT2A,4.6686356382114,5.14359876275968,21.2320874756152,0.0001326746942121,0.0003268835448756
CDH23,2.17435786209619,2.18900481448106,53.3247445447673,1.83074336120875e-07,1.05690882925343e-06
SLC2A14,-2.13677916326918,3.98050460511367,104.791073481312,4.28395483007884e-10,7.95609197321826e-09
DMTN,-4.72505509014519,3.55384667894213,239.584599854864,9.41236216993631e-14,2.0284335542778894e-11
DENND2B,-2.40868768130547,6.54217137093644,207.838655189737,4.23987732190729e-13,5.17025040216732e-11
P2RX2,4.51424472059623,-0.346765242533546,26.010623141551,3.51147510559474e-05,0.0001014740156828
HSPB8,-2.34506892013033,5.1130357903855,64.8878846282318,3.47382131843191e-08,2.6579575146784e-07
CPNE9,3.3721038476365,3.10531323746989,75.162992559282,9.46488100033801e-09,9.10657110978877e-08
OAF,2.09778920607939,0.55824275988173,15.3467044422436,0.0006776270200304,0.0013925289127049
SNTG2,2.91518484719988,1.63455131816629,58.6652450846228,8.24799469317764e-08,5.40636812393581e-07
PRKCA,2.814717269375,3.64733787991529,110.354905439983,2.59985676849646e-10,5.44814641720922e-09
BRDT,-3.91455729868009,0.189023948476722,59.51675488032,7.2991876010763e-08,4.88856471147732e-07
CNMD,4.93542306999785,6.46286654438587,25.6882608141688,3.80002001319436e-05,0.0001081679336942
OSGIN1,-2.31686490943991,1.85538619548924,65.2194250621337,3.323253651336e-08,2.56762562445721e-07
CNTN2,4.24842565021177,1.66978016718082,97.9637181232303,8.15440148687745e-10,1.28855493422222e-08
IL7R,-2.61719907100659,-0.591370780770358,10.6176660124292,0.003879337232701,0.0067339200597752
KRT8,-3.2402156445001,10.9579729524224,321.016767743939,4.020016271576181e-15,3.18475671328544e-12
CCDC141,-3.52474731726758,5.34362496340857,85.4868029305796,2.9245394839095303e-09,3.52965428282116e-08
KCNJ13,-4.27037658400269,-0.681318002815406,46.8235794381387,6.63410764599101e-07,3.17955044242046e-06
GPR4,3.66403739679206,-0.885053368030477,39.8634277409821,2.21891503267116e-06,9.02507731664804e-06
PLPP3,2.66544337831346,4.59681117632371,102.368858198066,5.36118911279878e-10,9.3773654224678e-09
LFNG,2.31006484432166,2.67529865641729,24.9148211456337,4.60317573968053e-05,0.0001284556338754
PCP4,2.83667442903782,0.247763864675997,32.3176979792299,8.28394979273945e-06,2.85162010708256e-05
LRRK1,2.13912811200253,3.14200867092132,103.860236544808,4.66722910460747e-10,8.542236310323671e-09
EFCAB8,-4.1895168371937,1.19448683385109,72.7865665993223,1.26242671722316e-08,1.13794475221943e-07
LAMP5,2.43611048496607,-0.181961334882753,41.918922170157,1.53191778307053e-06,6.55898286318968e-06
